,business_name,address,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,state,user_name,time,rating,text,year
755635,Pizzalley's Chianti Room,"Pizzalley's Chianti Room, 60 Charlotte St, St. Augustine, FL 32084, United States",Quaint locale with a full bar & veranda seating for classic Italian mains & brick-oven pizza.,29.894273,-81.3122112,['Italian restaurant' 'Bar' 'Restaurant'],4.6,2158,$$,"[array(['Saturday', '11:30AM–10PM'], dtype=object)
 array(['Sunday', '11:30AM–8PM'], dtype=object)
 array(['Monday', '11:30AM–8PM'], dtype=object)
 array(['Tuesday', '11:30AM–8PM'], dtype=object)
 array(['Wednesday', '11:30AM–8PM'], dtype=object)
 array(['Thursday', '11:30AM–8PM'], dtype=object)
 array(['Friday', '11:30AM–9PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great dessert', 'LGBTQ-friendly'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates',
       'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closes soon ⋅ 10PM ⋅ Opens 11:30AM Sun,Sean Kilmartin,2021-06-03,5.0,"Unexpected surprise!   Walking through St Augustine historic district and stumbled across this gem.  Walked inside and immediately sensed we made a great choice.  We were greeted, sat and offered drinks within seconds.  Waitress was knowledgeable and professional.  Menu was inviting and varied ( Italian). Ordered  two starters and a hand crafted pizza ( called the Wonder Women ). Loved them all.",2021
757712,Florida Cracker Kitchen-Brooksville,"Florida Cracker Kitchen-Brooksville, 966 E Jefferson St, Brooksville, FL 34601, United States","Southern grub & local draft beer served in rustic, down-home digs with a small bar & gift shop.",28.551898899999998,-82.3817028,"['Restaurant' 'Breakfast restaurant' 'Brunch restaurant'
 'Seafood restaurant' 'Southern restaurant (US)']",4.7,2336,$,"[array(['Saturday', '7AM–2:30PM'], dtype=object)
 array(['Sunday', '7AM–2:30PM'], dtype=object)
 array(['Monday', 'Closed'], dtype=object)
 array(['Tuesday', '7AM–2:30PM'], dtype=object)
 array(['Wednesday', '7AM–2:30PM'], dtype=object)
 array(['Thursday', '7AM–2:30PM'], dtype=object)
 array(['Friday', '7AM–2:30PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Catering', 'Dessert', 'Seating'],
      dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service', 'Great beer selection', 'Great coffee',
       'Great tea selection'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Coffee', 'Comfort food', 'Healthy options',
       ""Kids' menu"", 'Quick bite', 'Small plates', 'Wine'], dtype=object), 'Payments': array(['Cash only', 'NFC mobile payments'], dtype=object), 'Planning': array(['Usually a wait'], dtype=object), 'Popular for': array(['Breakfast', 'Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Takeaway', 'Dine-in',
       'Delivery'], dtype=object)}",Closed ⋅ Opens 7AM Sun,Dawn George,2021-05-31,5.0,My husband Steve and I enjoyed our breakfast VERY much. Excellent customer service. Delicious meal. We also got pancakes and corned beef hash to go that was yummy as well.😋🤤,2021
759403,Cristino's Coal Oven Pizza,"Cristino's Coal Oven Pizza, 1101 S Ft Harrison Ave, Clearwater, FL 33756, United States","Cozy trattoria offering thin-crust pizzas, pasta & panini with a verdant patio & warm vibe.",27.954322299999998,-82.799683,['Italian restaurant' 'Pizza restaurant'],4.7,2248,$$,"[array(['Saturday', '11AM–10:30PM'], dtype=object)
 array(['Sunday', '11AM–9:30PM'], dtype=object)
 array(['Monday', '11AM–9:30PM'], dtype=object)
 array(['Tuesday', '11AM–9:30PM'], dtype=object)
 array(['Wednesday', '11AM–9:30PM'], dtype=object)
 array(['Thursday', '11AM–9:30PM'], dtype=object)
 array(['Friday', '11AM–10:30PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy', 'Romantic'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': array(['Catering', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert'], dtype=object), 'Lodging options': None, 'Offerings': array(['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"",
       'Quick bite', 'Small plates', 'Vegetarian options'], dtype=object), 'Payments': None, 'Planning': array(['Usually a wait'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Open ⋅ Closes 10:30PM,Julie Bunch,2021-06-05,5.0,We had a great experience.  We had cheese sticks and pizza. I had Bianca pizza and my friends got pepperoni and mushrooms. It was great! The service was great and friendly. We ate out on the covered patio because the inside is quite small and was full. It stayed cool with fans. Great experience. They gave us a sample of some fabulous Gelato but we were too full to order any...maybe next time. Our eyes were definitely bigger than our stomachs. Lol,2021
760843,Johnny's Italian Restaurant,"Johnny's Italian Restaurant, 2907 FL-590, Clearwater, FL 33759, United States","This casual, long-standing trattoria serves pizzas & an array of Italian comfort fare, with a bar.",27.9821872,-82.7166901,['Italian restaurant'],4.4,1971,$$,"[array(['Saturday', '11AM–11PM'], dtype=object)
 array(['Sunday', '11AM–10PM'], dtype=object)
 array(['Monday', '11AM–10PM'], dtype=object)
 array(['Tuesday', '11AM–10PM'], dtype=object)
 array(['Wednesday', '11AM–10PM'], dtype=object)
 array(['Thursday', '11AM–10PM'], dtype=object)
 array(['Friday', '11AM–11PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible lift', 'Wheelchair-accessible seating',
       'Wheelchair-accessible toilet'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great cocktails', 'Great coffee', 'Great dessert',
       'LGBTQ-friendly', 'Transgender safe space'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour food', 'Healthy options', ""Kids' menu"", 'Quick bite',
       'Small plates', 'Spirits', 'Vegetarian options', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Curbside pickup', 'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Open ⋅ Closes 11PM,Veronica Botts,2021-03-22,4.0,"Nice cozy old Italian feel restaurant. The stuffed shells with added meat sauce are delectable. The Johnny bread is warm and soft but that dipping sauce is the best I've ever had! Lots of garlic, parmesan, oregano and not sure what else. Very good service. Weren't impressed with thin crust pizza but we've heard the Sicilian is better so will definitely try next.",2021
763366,Catches Waterfront Grille,"Catches Waterfront Grille, 7811 Bayview St, Port Richey, FL 34668, United States",Varied selection of seafood dishes including house specials in a breezy hangout with a tiki bar.,28.2702906,-82.725949,['Seafood restaurant'],4.1,1978,$$,"[array(['Saturday', '11:30AM–10PM'], dtype=object)
 array(['Sunday', '11:30AM–9PM'], dtype=object)
 array(['Monday', '11:30AM–9PM'], dtype=object)
 array(['Tuesday', '11:30AM–9PM'], dtype=object)
 array(['Wednesday', '11:30AM–9PM'], dtype=object)
 array(['Thursday', '11:30AM–9PM'], dtype=object)
 array(['Friday', '11:30AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy', 'Upmarket'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': array(['Catering', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great cocktails', 'Great coffee', 'Great dessert',
       'Live music', 'Sport'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Coffee', 'Comfort food', 'Happy-hour food',
       'Healthy options', ""Kids' menu"", 'Late-night food',
       'Organic dishes', 'Small plates', 'Vegetarian options'],
      dtype=object), 'Payments': None, 'Planning': array(['Dinner reservations recommended', 'Accepts reservations'],
      dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeaway',
       'Dine-in'], dtype=object)}",Closes soon ⋅ 10PM ⋅ Opens 11:30AM Sun,Lacey Ford,2021-05-28,5.0,"My family (party of 11) met here for a nice dinner on the water. Unfortunately they would not allow us to sit outdoors, even though it was empty our entire visit and the weather was wonderful. Our server did a good job and everyone enjoyed their food. They took reservations, which was nice. A meal on average ranges $18-25. Cheapest option was a cheeseburger at $10 and most expensive was a seafood trio platter at $43. Each were present at our table and complimented. Everyone who ordered various seafood plates were pleased. I ordered a steak and it was cooked perfectly. My son had a grouper sandwich that was so soft you could tear it with your fingers.. he said it was delicious. The views from indoors were still enjoyable. One guest said Bloody Mary's were made great, however they are made in small scotch glasses. We would definitely return for a nice meal.",2021
766667,The Clevelander Bar,"The Clevelander Bar, 1020 Ocean Dr #1, Miami Beach, FL 33139, United States","The beautiful people congregate at this lively, open-air bar with a poolside scene.",25.780791299999997,-80.13085819999999,['Bar' 'Night club' 'Restaurant' 'Sports bar'],4.3,2632,$$$,"[array(['Saturday', '9PM–2:30AM'], dtype=object)
 array(['Sunday', '9PM–2:30AM'], dtype=object)
 array(['Monday', '9PM–12AM'], dtype=object)
 array(['Tuesday', '9PM–12AM'], dtype=object)
 array(['Wednesday', '9PM–12AM'], dtype=object)
 array(['Thursday', '9PM–2:30AM'], dtype=object)
 array(['Friday', '9PM–2:30AM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible entrance'], dtype=object), 'Activities': None, 'Amenities': None, 'Atmosphere': array(['Casual'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': None, 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': None, 'Highlights': array(['Fast service', 'Great bar food', 'Great beer selection',
       'Great cocktails', 'Live music', 'Sport'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Dancing', 'Food', 'Food at bar',
       'Happy-hour drinks', 'Happy-hour food', 'Spirits', 'Wine'],
      dtype=object), 'Payments': array(['NFC mobile payments'], dtype=object), 'Planning': array(['Accepts reservations'], dtype=object), 'Popular for': None, 'Recycling': None, 'Service options': array(['Outdoor seating', 'Dine-in', 'Delivery'], dtype=object)}",Closed ⋅ Opens 9PM,Dre Ferg,2021-04-24,5.0,Always enjoy myself when I come here good food music & the patrons always entertain 🤣😂😉.,2021
772374,Manny's Original Chophouse- Haines City,"Manny's Original Chophouse- Haines City, 35496 US-27, Haines City, FL 33844, United States","Lively, family-friendly eatery presenting steakhouse fare from chops to chicken salad.",28.115624,-81.640405,['Restaurant' 'American restaurant' 'Steak house'],4.6,4412,$$,"[array(['Saturday', '4–10:30PM'], dtype=object)
 array(['Sunday', '12–9PM'], dtype=object)
 array(['Monday', '4–10PM'], dtype=object)
 array(['Tuesday', '4–10PM'], dtype=object)
 array(['Wednesday', '4–10PM'], dtype=object)
 array(['Thursday', '4–10PM'], dtype=object)
 array(['Friday', '4–10:30PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Dinner', 'Catering', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great beer selection', 'Great cocktails',
       'Great coffee', 'Great dessert', 'Great wine list'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates',
       'Spirits', 'Wine'], dtype=object), 'Payments': array(['Credit cards'], dtype=object), 'Planning': array(['Usually a wait'], dtype=object), 'Popular for': array(['Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeaway', 'Dine-in', 'Delivery'], dtype=object)}",Open ⋅ Closes 10:30PM,Pete Previte,2021-04-11,5.0,Great food and great service by Kim. The manager Kevin stopped by our table to see how things were. The ribs were fantastic. Will definitely get those again next time we visit. Definitely a go to restaurant.  Ambiance is fun and active.  Great experience. Reasonably priced and good food.,2021
784103,Southern Charm Cafe,"Southern Charm Cafe, 8501 Astronaut Blvd, Port Canaveral, FL 32920, United States","Casual daytime cafe serving hearty breakfast, sandwiches & American comfort food.",28.3928276,-80.60994869999999,['Restaurant' 'Cafe'],4.8,1728,$,"[array(['Saturday', '6:30AM–2:30PM'], dtype=object)
 array(['Sunday', '6:30AM–2:30PM'], dtype=object)
 array(['Monday', '6:30AM–2:30PM'], dtype=object)
 array(['Tuesday', '6:30AM–2:30PM'], dtype=object)
 array(['Wednesday', '6:30AM–2:30PM'], dtype=object)
 array(['Thursday', '6:30AM–2:30PM'], dtype=object)
 array(['Friday', '6:30AM–2:30PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'],
      dtype=object), 'From the business': array(['Identifies as veteran-led', 'Identifies as women-led'],
      dtype=object), 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert', 'Great tea selection'],
      dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Coffee', 'Comfort food', 'Healthy options',
       ""Kids' menu"", 'Quick bite', 'Small plates', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Takeaway', 'Dine-in', 'Delivery'], dtype=object)}",Closed ⋅ Opens 6:30AM Sun,J V,2021-05-29,5.0,"Porky Pig omelet was excellent.  Corned beef hash was cooked to order.  The biscuits and gravy were excellent. The shrimp and grits were tasty.

Joey V. Says, ""Check It Out !""",2021
790434,RiverGrille on the Tomoka,"RiverGrille on the Tomoka, 950 US-1, Ormond Beach, FL 32174, United States",Sprawling restaurant with a riverfront deck specializes in Florida seafood with a Cajun twist.,29.3043899,-81.0943052,['Seafood restaurant'],4.5,2783,$$,"[array(['Saturday', '11:30AM–10PM'], dtype=object)
 array(['Sunday', '11:30AM–9PM'], dtype=object)
 array(['Monday', '11:30AM–9PM'], dtype=object)
 array(['Tuesday', '11:30AM–9PM'], dtype=object)
 array(['Wednesday', '11:30AM–9PM'], dtype=object)
 array(['Thursday', '11:30AM–9PM'], dtype=object)
 array(['Friday', '11:30AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible entrance'], dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert', 'Great tea selection'],
      dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Quick bite', 'Small plates', 'Spirits', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Takeaway', 'Dine-in', 'Delivery'], dtype=object)}",Open ⋅ Closes 10PM,Natalie Cochran,2021-05-16,5.0,"My husband & I originally planned to go to another seafood restaurant for dinner but they had a 2 hour wait. We decided to try RiverGrille on a whim. WOW am I so happy we did! We waited less than half an hour for a table on a busy Saturday night, leaving us time to take pictures in front of the beautiful outdoor scenery. When we were seated, the service and food were spot on. My crab-stuffed flounder was delicious and the gator bites were the freshest I've tasted. My hubby enjoyed the fresh catch of the day, which was swordfish. We don't live in the area but we will definitely be back for another outstanding date night during our next trip to Ormond Beach!",2021
792661,Briarpatch Restaurant,"Briarpatch Restaurant, 252 N Park Ave #3814, Winter Park, FL 32789, United States",Breakfast fare such as waffles & eggs Benedict plus homemade ice cream served in an airy setting.,28.599518999999997,-81.350948,['American restaurant' 'Brunch restaurant'],4.5,1772,$$,"[array(['Saturday', '7AM–5PM'], dtype=object)
 array(['Sunday', '8AM–5PM'], dtype=object)
 array(['Monday', '7AM–4PM'], dtype=object)
 array(['Tuesday', '7AM–4PM'], dtype=object)
 array(['Wednesday', '7AM–4PM'], dtype=object)
 array(['Thursday', '7AM–4PM'], dtype=object)
 array(['Friday', '7AM–4PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible toilet'], dtype=object), 'Activities': None, 'Amenities': array(['Good for kids', 'High chairs', 'Toilets'], dtype=object), 'Atmosphere': array(['Casual', 'Cosy', 'Upmarket'], dtype=object), 'Crowd': array(['Groups', 'Tourists', 'University students'], dtype=object), 'Dining options': array(['Breakfast', 'Lunch', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert', 'Great tea selection'],
      dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Healthy options',
       'Spirits'], dtype=object), 'Payments': None, 'Planning': array(['Usually a wait'], dtype=object), 'Popular for': array(['Breakfast', 'Lunch', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'Takeaway', 'Dine-in',
       'Delivery'], dtype=object)}",Open ⋅ Closes 5PM,Jeff Cavazos,2021-03-09,5.0,"Stopped in because I had heard good things and we were NOT disappointed! The food was great! Both indoor and outdoor seating. Canadian Bacon Eggs Benedict was amazing! Will definitely go back. Street parking only, so depending on the time or the day you may have a little walk in front of you and I have to say that is not a bad thing either. There is a quaint, small town feel to the immediate area with lots of places to shop, eat and drink!",2021
807584,Fish City Grill,"Fish City Grill, 1485 Town Center Dr Suite D112, Lakeland, FL 33803, United States",Easygoing chain outpost dishing up Southern-style seafood such as signature oyster nachos.,28.000695099999998,-81.9797724,['Seafood restaurant'],4.5,1138,$$,"[array(['Saturday', '11AM–10:30PM'], dtype=object)
 array(['Sunday', '11AM–9PM'], dtype=object)
 array(['Monday', '11AM–9:30PM'], dtype=object)
 array(['Tuesday', '11AM–9:30PM'], dtype=object)
 array(['Wednesday', '11AM–9:30PM'], dtype=object)
 array(['Thursday', '11AM–9:30PM'], dtype=object)
 array(['Friday', '11AM–10:30PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible car park', 'Wheelchair-accessible entrance',
       'Wheelchair-accessible seating', 'Wheelchair-accessible toilet'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Groups', 'Tourists'], dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Dessert', 'Seating'], dtype=object), 'From the business': None, 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Fast service', 'Great dessert'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Happy-hour drinks', 'Happy-hour food', 'Healthy options',
       ""Kids' menu"", 'Late-night food', 'Organic dishes', 'Quick bite',
       'Small plates', 'Spirits', 'Vegetarian options', 'Wine'],
      dtype=object), 'Payments': array(['Debit cards'], dtype=object), 'Planning': None, 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,Jason Brandt,2021-01-31,4.0,"New Orleans style restaurant, Crab Bisque was really good, The seafood platter was good and the portion is ok for one person but it's still sharable if looking for a small plate. The char-grilled Oysters were really good.Staff was friendly and helpful. Full bar and several beers to choose from. Very busy on the weekends try to eat before noon or after 2. Beinets are small but yummy and light.",2021
809242,The Floridian Restaurant,"The Floridian Restaurant, 72 Spanish St #3638, St. Augustine, FL 32084, United States","Modern menu of locally sourced Southern grub, including plentiful vegan options, amid kitschy decor.",29.893933399999998,-81.3137667,['Southern restaurant (US)' 'Barbecue restaurant' 'Restaurant'],4.5,2273,$$,"[array(['Saturday', '11AM–10PM'], dtype=object)
 array(['Sunday', '11AM–9PM'], dtype=object)
 array(['Monday', '11AM–9PM'], dtype=object)
 array(['Tuesday', 'Closed'], dtype=object)
 array(['Wednesday', '11AM–9PM'], dtype=object)
 array(['Thursday', '11AM–9PM'], dtype=object)
 array(['Friday', '11AM–10PM'], dtype=object)]","{'Accessibility': array(['Wheelchair-accessible entrance', 'Wheelchair-accessible seating',
       'Wheelchair-accessible toilet', 'Wheelchair-accessible car park'],
      dtype=object), 'Activities': None, 'Amenities': array(['Bar on site', 'Good for kids', 'High chairs', 'Toilets', 'Wi-Fi'],
      dtype=object), 'Atmosphere': array(['Casual', 'Cosy'], dtype=object), 'Crowd': array(['Family friendly', 'Groups', 'Tourists', 'University students'],
      dtype=object), 'Dining options': array(['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], dtype=object), 'From the business': array(['Identifies as women-led'], dtype=object), 'Getting here': None, 'Health & safety': None, 'Health and safety': array(['Mask required', 'Staff wear masks',
       'Staff get temperature checks',
       'Staff required to disinfect surfaces between visits'],
      dtype=object), 'Highlights': array(['Great coffee', 'Great dessert', 'Great tea selection',
       'LGBTQ-friendly', 'Transgender safe space'], dtype=object), 'Lodging options': None, 'Offerings': array(['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food',
       'Healthy options', ""Kids' menu"", 'Organic dishes', 'Small plates',
       'Spirits', 'Vegetarian options', 'Wine'], dtype=object), 'Payments': array(['Debit cards', 'Credit cards'], dtype=object), 'Planning': array(['Dinner reservations recommended', 'Accepts reservations'],
      dtype=object), 'Popular for': array(['Lunch', 'Dinner', 'Solo dining'], dtype=object), 'Recycling': None, 'Service options': array(['Outdoor seating', 'Curbside pickup', 'No-contact delivery',
       'Delivery', 'Takeaway', 'Dine-in'], dtype=object)}",Closed ⋅ Opens 11AM,Suzette Carter,2021-05-31,5.0,"Items on the menu had unique twists to the American staples. Food was extremely tasty and homemade, as someone who loves to cook and feed people ( with great reviews of my cooking) this is tough sometimes when we go eat out but I was not disappointed at all by the Floridian! I wish I had one near me which is 150 miles away form at Augustine :-( Till next visit!",2021
