Restaurant_Name,Recommendations_content
Marie's Sandwich & Salad Shop,"['EL RANCHO OKEECHOBEE', 'Spettos King', 'Broadway Sandwich Shop', ""Blimpie America's Sub Shop"", 'The Honey Baked Ham Company', 'Lakeside Cafe', 'Ralph’s Burger & Sandwich Shop', 'Las Reinas#3 Restaurante', ""Fat Daddio's Pizza"", 'PDQ Restaurant']"
Marina Cafe,"[""Ruth's Chris Steak House"", 'Provisions & Buzz Co.', 'Peacock Garden', 'North Beach Fish Camp', 'Chanson Restaurant', 'Stonewood Grill & Tavern', 'Meat Market Steakhouse Tampa', 'Zaharias Restaurant', 'Il Faro Pizzeria and Restaurant', ""Valenti's Ristorante""]"
Marina Oyster Barn,"['Everglades Seafood Depot', 'Margarita Cantina', 'The Hidden Crab', ""Jelly's Beach Barbecue - BBQ"", 'Yummy crab juicy seafood', '145F SEAFOOD BOIL', 'Crafty Crab North Monroe', ""Rubio's Coastal Grill"", 'Le Petit Paris Café Atlantic Beach', ""RickDaddy's Eatin' Fresh""]"
Marina's Bar Restaurant,"['Pizza Ave', 'Itálica Pizza Bar', 'Piola', 'Thai Sushi by KJ', 'Uber Wings', 'Pizza City', 'Antojos Boricuas II', ""Pizzalley's Chianti Room"", ""Yoshi's Izakaya"", 'El Dorado Mexican Restaurant']"
Marino's Cafe,"['Señor Pan Café Flagler', ""Mary's Cuban Cafe"", 'Pan American Cafe', ""Marino's Cafe"", 'Jass Cuban Cafe', 'Marcos Deli', 'Javier Cafeteria', 'El Colibri Cafe', 'El Chalet Restaurant', 'Latin Sabor']"
Marino's Italian Restaurant,"['Estiatorio Ornos a Michael Mina Restaurant', 'The Edward Ball Dining Room@ Wakulla Springs', ""Oli's Fashion Cuisine"", 'Bridges Restaurant', 'Restaurant Italiano', 'Flor Fina', 'Bitterroot', ""Waxin's"", 'The Library - inspired by the George Peabody Library', 'Aura Restaurant']"
Marino's Pizza - Pasta,"[""Aldo's New York Pizza"", 'Pizza Carousel', 'New York Pizza & Pasta Cafe', 'Oma’s Pizza & Restaurant', 'Delicias Pizzeria Cubana', 'Samuel Mancinos Pizza and Grinders', ""Castello's Pizza | Pizza Delivery Windermere"", ""Guido's Pizza Cafe"", ""Mama Mia's Pizza"", ""Basilico's Italian Restaurant""]"
Mario's Ristorante,"['Antonio & Vittoria Italian Tavern', 'Vignetos Italian Grill', 'Fresco Cucina Italiana', ""Petrella's Italian Cafe"", 'Villagio', 'Pasta And...', 'Mandolins', 'Caffe Andiamo', 'Positano Ristorante', 'Latin Cuban Cafeteria']"
Mariscos El Oceano,"[""Pepper's Taqueria and Cantina"", 'La Cocina De Jaunitas Inc', 'Fusion Grill Restaurant', 'Mable’s Place Southern Cooking', 'Island Taste Bistro Hookah Lounge', 'La Cabaña Mexican Kitchen', 'Taqueria Taco Rico', 'La Chiquita', 'Isla Del Encanto', ""Don Pedro's Tacos""]"
Marlee's Cupcakery,"['Hometown Desserts', '407 Gelato (Maitland)', 'Bonjour French Bakery Weston', 'American Craft Aleworks', 'Jerk Shack Spice & Sport Bar', 'Mega Tropical', 'Los Amigos (Closed)', 'Lazy Gator Ruskin LLC', ""Grumpy's Restaurant"", 'Cheese to Share']"
Marlene's Caribbean Take-Out Restaurant - Lakeland Florida Location,"['Drunken Wok', 'Silverspoon Takeout', ""Marlene's Caribbean Take-Out Restaurant - Lakeland Florida Location"", 'Belinda Take Out', 'Tortilleria Mexicana', ""Cal's Kitchen"", ""Nana's Food For You"", 'Chinese Food Take Out', 'Polo Crab House LLC', 'JBANGER SOUL Food']"
Marti's New River Bistro,"[""Arthur's An American Bistro"", 'Allegria Ristorante', 'Pasta And...', 'Caffe Andiamo', 'CORSAIR kitchen & bar', ""Verdi's American Bistro"", 'Antonio & Vittoria Italian Tavern', 'Villagio', ""Millie's Restaurant & Catering"", 'La Forchetta Italian Restaurant']"
Martorano hard rock,"['F&D Woodfired Italian Kitchen', 'Lowdermilk Beach', 'Martorano hard rock', 'The King Crab Shack (West Palm Beach, FL)', 'The Butcher Block Kitchen', 'Las Reinas#3 Restaurante', 'Winter Springs Seafood Station', ""Lorene's Fish House"", 'Flock and Stock', 'Creole Bakery Restaurant']"
Mary's Cuban Cafe,"['Señor Pan Café Flagler', ""Mary's Cuban Cafe"", 'Pan American Cafe', ""Marino's Cafe"", 'Jass Cuban Cafe', 'Marcos Deli', 'Javier Cafeteria', 'El Colibri Cafe', 'El Chalet Restaurant', 'Latin Sabor']"
Marys Little T Restaurant,"['Marys Little T Restaurant', ""Jacob B's Family Restaurant"", ""Jazzy's Diner"", 'The Grand Havana Kitchen', ""Brester's Coney Island"", 'Nuevo Amanecer Cafe', 'Los Paraguas', ""Kelley's Lunch Box LLC."", 'Tia Cacha Cafe', ""Capio's Cafe""]"
Masayita Minimarket Corporation,"['El Bodegon Dominicano Miami', 'La Estrellita', 'El gaucho latin market', ""Goldstein's Prime"", 'Seoul Red Barn Oriental Market', 'Asian Spices', 'Iris Mexican Restaurant', 'La Placita', 'Halal Market حلال', 'Hillsborough Fresh Market']"
Master Restoration,"['SERVPRO of Boynton Beach', 'SERVPRO of South Sarasota', 'Jenkins Restorations', 'SERVPRO of West Pasco', 'SERVPRO of Fort Walton Beach', 'SERVPRO of Brandon / North Riverview', 'SERVPRO of Arlington / Jacksonville East', 'Complete DKI', 'Paul Davis Restoration of Pinellas County', 'Paul Davis Restoration & Remodeling of Tampa']"
Mata's Philippine Cuisine,"['El Tropico Paleteria Taqueria', 'Sabor Venezolano Kendall', ""Cajio's Cuban Cuisine"", ""Father's Daughter"", 'Snappers Fish & Chicken', 'The Original Likit fish & chips', 'Gables Cafe', 'La Paris Cafe', ""Sarah K's Gourmet"", 'Fecafe - Restaurante Venezolano , cafeteria y mas.']"
Matanzas Innlet Restaurant,"['Bluefire Grille', 'COBBSTERS KITCHEN & BAR', 'Stone House Neighborhood Grill', 'Wormburner’s Grill & Bar', 'Strike 10 Bowling Sports Lounge Arcade', 'Acapulco Mexican Restaurant', ""Wolf's Steakhouse"", 'Lakeview Restaurant', 'Mainstay Tavern', ""Avanti's Restaurant @ Okeechobee Blvd. West Palm Beach Florida""]"
Matrix Performance,"['Space Coast Auto Center', 'Parkhaus 1 Performance & Parts', ""Helsel's Automotive"", 'Sundance Bug and Buggy', 'Auto Critic Inc.', ""Todd Biron's Classic Restoration"", 'BC Automotive', 'Executive Automotive Service Of Ocala', 'The Vette Smith', 'J B Bugs']"
Maven Construction Group,"['Complete DKI', 'WILCO Restoration', 'SERVPRO of West Pasco', 'Master Restoration', 'Jenkins Restorations', 'Entrusted', 'PuroClean Emergency Services', 'Rapid Recovery Team, LLC.', 'BELFOR Property Restoration', 'SERVPRO of Boynton Beach']"
Mavy Cafeteria,"['Batidos cubanos', 'Benni Jama', 'El Crucero Restaurant', 'Joe´s Place', ""Sabrosito's Cuban Cuisine"", 'Rincon Caribeno', 'Flagler Charbroiled Hamburger', 'Pastamarket', 'Little Hall Express', ""Tailwind's""]"
Maxine's Bistro and Bar,"['Mojitos Calle 8', 'Havana Jax', 'The Crazy Cucumber 352 Eatery and Bar', 'Off The Hook at Inlet Harbor', ""Galuppi's"", ""Captain Bill's Oyster Bar"", ""Rooney's"", 'Havana 1957 Cuban Cuisine Espanola Way', 'Outpost Kitchen, Bar, & Provisions', 'Smith & Wollensky']"
Maya'mi Cocina,"['Pho 305', 'Koji Sushi Ramen', ""Yoshi's Izakaya"", 'Rasoi Indian Kitchen', ""Yen's Kitchen"", 'Eattitude', '10x vegan', 'Fern Gully Grill', 'StreetWise Urban Food', 'Rincon Tolteca Mexican restaurant corp']"
Mazic Fry,"['China 1', 'Chinese Take-Out', 'Mazic Fry', 'China Kitchen', 'Hong Kong Restaurant', 'Super Fried Rice', 'Fortune Cookie Chinese Restaurant', 'Canton Palace Chinese Restaurant', 'Fon Shan Chinese Restaurant', 'Chinese Food Take Out']"
McAlister's Deli,"['Salad Shop West Palm Beach', 'Marianne Gourmet', 'Little Greek Fresh Grill', 'Village Cafe & Market', 'Seminole Subs & Gyros', 'The Salad Station', 'PDQ Restaurant', 'Subs Salads and More', ""Nature's Table DTSP [SPC Downtown Campus]"", 'First Watch']"
McDonald's,"[""Wendy's"", 'Burger King', 'Taco Bell', ""Arby's"", 'Sonic Drive-In', 'Whataburger', 'Checkers', ""Hardee's"", ""Steak 'n Shake"", 'IHOP']"
McDonald's - NEW LOCATION (next to Walgreen's) NOW OPEN,"['Pao Pao Fast Food', 'Chimi churri donde el primo #2', 'Tazz Deli and Takeout', 'Munchies Boricuas #1', 'Dairy Queen Grill & Chill', 'Sobik’s Subs of Geneva', 'Taqueria Olgys Food Truck', ""Facto's Snack Shack"", 'CEVICHE KING PERUVIAN FOOD TRUCK', 'Taquería Guadalupana (food truck)']"
McHugh's Automotive Group,"['Allyz Auto / Color Recon', 'Diamond Body Shop Custom Painting', ""Lucky's Paint and Body"", ""Nickee's Automotive Center Body & Paint"", 'Pro Tree Kustoms & Auto Collision', 'CarteQ Auto Body', 'Lucky 13 Customs', ""Walter D'Andrea Bodyworks, LLC"", 'South Motors Collision Center', ""Jorge's Paint & Body Shop""]"
Meat Market Steakhouse Tampa,"[""Ruth's Chris Steak House"", 'Peacock Garden', 'Quarterdeck Restaurants', 'Monarcas Authentic Mexican Cuisine Bar & Grill', 'Smokey Bones', 'Provisions & Buzz Co.', 'Ocean Prime', 'Bizou Brasserie', 'V Pizza & SideCar - Gainesville', ""Pizzalley's Chianti Room""]"
Meat2 BBQ & Hot Pot,"[""Big Cory's Country Cooking"", 'Madras Cafe', 'Shanghai Buffet', 'Hibachi Grill & Supreme Buffet', 'Bice Bistro', 'M & F International Restaurant', 'Chopstix Chinese Restaurant', ""Jelly's Beach Barbecue - BBQ"", 'KIMBOP', 'Ice Crab House']"
Mediterranean Blue,"['Kipos', 'Real Del Monte Mexican Restaurant', 'Eat Peru - Homestyle Peruvian Food', 'Gyro 365', 'Izgara Middle Eastern Cuisine', 'K BAB', 'FIVE SPICE VIETNAMESE', 'King Kabab', 'Pita: Fast Fresh Mediterranean', 'Islands in the pines']"
Mediterranean Experience,"['Mediterranean Experience', ""JB's Seafood"", 'A Taste Of Miami', 'Nacho’s Tacos', 'South Pacific Grill', 'Waros Grill Venezuelan Food Truck', 'Arepas Santa Bárbara la Original', 'Seven Wonders Bakery', 'Poulet Chic Restaurant', 'Chile Lindo']"
Mediterranean Gourmet,"['Pita: Fast Fresh Mediterranean', 'Izgara Middle Eastern Cuisine', 'Habibi Kabob Grill Lebanese Food Halal', 'Gyro 365', 'Pita Gourmet', 'Happy Lavash', 'Almazar', 'Mediterranean paradise', 'Sus Hi Eatstation - UF', 'Simply Indian']"
Mediterranean Grill,"['Bonzouti Resturant', 'Ocho Rios Jamaican Restaurant', ""George's Shawarma inc"", 'Jamrock Kitchen', 'China China', 'CARIBBEAN JERK ON WHEELS', 'NARA Hibachi', 'CHIM AUTHENTIC THAI AND SUSHI BAR', 'Asian House', 'Almazar']"
Mediterranean paradise,"['Habibi Kabob Grill Lebanese Food Halal', 'Pita Gourmet', 'Gyro 365', 'Almazar', 'Mediterranean Gourmet', 'Happy Lavash', 'Izgara Middle Eastern Cuisine', 'Enjoy Thai Restaurant', 'Yum Yum Chinese Take Out', 'Chinatown']"
Mediterraneum Street Food,"['The Earthy Kitchen', 'Mio’s Grill & Cafe', 'Mangia 850', 'Sunrise Restaurant', 'Stefano Greek Italian Restaurant', 'Crema Gourmet Espresso Bar - Downtown Miami', 'Sanborn Cafe', 'Happy Vegan Bakers Café', 'Sweet & Savory: Savanna Commons Cafe', 'Cottage Cafe']"
Mega Tropical,"['Los Amigos (Closed)', 'Lazy Gator Ruskin LLC', 'Jerk Shack Spice & Sport Bar', 'Mofongo Tripleta Pinchos', 'Hometown Desserts', 'Pizza Time Plus', 'Los Rumberos Restaurant', 'Montreal Grill', 'Pit Stop Southern BBQ', ""Malibu's Sports Grille & Bar""]"
Mei's Kitchen,"['Asian Express', 'Naruto 88 bistro', 'Asian House', 'Dragon Village Asian Café', 'Serie 49 Restaurants and Bar', 'Empanadas tia pina / comida venezuela', 'Bon Appetit Restaurant & 727 Lounge', 'Chef Pepito', ""J's Asian Street Food"", ""Brickery's Grill""]"
Mel's Diner - Fort Myers,"['Big Pink', ""Ashley's of Rockledge"", 'Ruby Tuesday', 'La Carreta', ""Manny's Original Chophouse- Haines City"", 'RiverGrille on the Tomoka', 'Taverna', 'SUGARCANE raw bar grill', 'Jabbers Bar & Grill', 'Ace Cafe Orlando']"
Mellie's New York Deli LWR,"['Chick-fil-A', 'Krystal', 'Juicy Bites', 'Island Fin Poke, windermere', ""Hardee's"", 'Burger King', ""Moxie's Cafe' & Grill"", ""Wendy's"", ""McDonald's - NEW LOCATION (next to Walgreen's) NOW OPEN"", 'Pao Pao Fast Food']"
Mellow Mushroom Lakeland,"['Mellow Mushroom St. Augustine', 'Mellow Mushroom Orlando - International Drive', 'Mellow Mushroom Port Orange', 'Pinchers', 'Vallarta Mexican Grill', 'Ay Jalisco', 'Blue Highway a Pizzeria', 'La Nopalera Mexican Restaurant', ""Fuzzy's Taco Shop"", 'V Pizza & Flask&Cannon - Jax Beach']"
Mellow Mushroom Orlando - International Drive,"['Mellow Mushroom St. Augustine', 'Mellow Mushroom Lakeland', 'Pinchers', 'Mellow Mushroom Port Orange', 'Ay Jalisco', 'Monarcas Authentic Mexican Cuisine Bar & Grill', '800 Degrees Woodfired Kitchen', 'B Square Burgers', 'El Mariachi Restaurant - Mexican & Cuban Cuisine', ""Grimaldi's Pizzeria""]"
Mellow Mushroom Port Orange,"['Mellow Mushroom St. Augustine', 'Mellow Mushroom Lakeland', 'Mellow Mushroom Orlando - International Drive', 'Buffalo Wild Wings', 'V Pizza & Flask&Cannon - Jax Beach', 'Fish City Grill', 'Bubba Gump Shrimp Co.', 'Hawkers Asian Street Food', ""Duffy's Sports Grill"", 'Blue Highway a Pizzeria']"
Mellow Mushroom St. Augustine,"['Mellow Mushroom Lakeland', 'Mellow Mushroom Orlando - International Drive', 'Mellow Mushroom Port Orange', 'Pinchers', 'V Pizza & Flask&Cannon - Jax Beach', 'Fish City Grill', 'Ay Jalisco', 'Blue Highway a Pizzeria', 'Vallarta Mexican Grill', 'Monarcas Authentic Mexican Cuisine Bar & Grill']"
Menchie's Frozen Yogurt,"['Cold Stone Creamery', 'Carvel', ""Rita's Italian Ice & Frozen Custard"", 'Yogurtland', 'Marble Slab Creamery', 'Twistee Treat Pinellas Park', 'Funnel Cake Queen', 'CUBAN CAFE', 'Great American Cookies', 'Bright Ice']"
Mends & Blends LLC,"['PDR 360 Paintless Dent Removal', 'All American Carburetors', 'Alloy Wheel Repair Specialists of Jacksonville', 'EZ Jeeps', 'Total Recon Inc', 'The Scratch & Dent Shop', 'Nesseralla Unlimited Custom Automotive', 'Graveyard Classics', ""MORO'S CLASSIC CARS"", 'Pro Tree Kustoms & Auto Collision']"
Mercado 31 Estacionamiento,"['Esquina Criolla', 'Happy Vegan Bakers Café', 'Sazón Tropical Cafe', 'Brasserie Honoré', 'La Casa del Pan con Lechón', 'Vicky Bakery', 'Vegan Delights', 'Caffe Andiamo', 'Rinconcito Paisa', 'Majestic Ash Lounge and Southern Spice']"
Mercedes Coffee Shop,"['La Palmerita', ""Marino's Cafe"", 'Marcos Deli', 'El Colibri Cafe', 'El Chalet Restaurant', 'Latin Sabor', 'Pan American Cafe', ""Mary's Cuban Cafe"", 'Rinconcito SuperLatinos Cafe', 'Señor Pan Café Flagler']"
Merv's Melt Shop,"[""Merv's Melt Shop"", ""Big Daddy's Sub Shop"", 'Sheraton Hotel', 'Diced', 'The Doghouse', ""Huey Magoo's Chicken Tenders - Sunrise"", 'Cheese Dreams llc', 'Hawk n Hog Brandon', 'Lakeside Grill', 'Moons Rock Bluff']"
MesaNori,"['The Sushi Bar Japanese Cafe', 'Sushi Wok', 'La Nota Restaurant', 'La Zeta Mexicana', 'My Little Peru', 'La Mina Restaurante', 'Tako Sushi', 'Hibachi Express Plant City', 'Sushi Maki (MIA)', 'Fujiyama Sushi']"
Metro Deli & Cafe,"['Jersey Boyz Cafe', 'Bahia Bowls Boynton Beach', 'Brooklyn Dough With A Hole', 'The Lunch Box Deli', 'Cafeteria La Caridad', ""Moxie's Cafe' & Grill"", ""Al's Coffee Shop"", 'La Tinajita Cafe', 'Lee & Dee Cafe', ""Trip's Diner""]"
Metro Diner,"['El Patio Restaurant', ""EJ's Bayfront Cafe"", 'Bob Evans', 'Third Street Diner', 'Stage Deli Fine Foods', 'Citron, An American Brasserie', 'Stefano Greek Italian Restaurant', 'Another Broken Egg Cafe', 'South Cape Diner and Breakfast Restaurant', ""Millie's Restaurant & Catering""]"
Mexican Restaurant,"['La Pasadita', 'Mexican Restaurant', 'La Carreta de Yefri', 'Taqueria El Pelon', 'Mega Tropical', 'Lazy Gator Ruskin LLC', 'Jerk Shack Spice & Sport Bar', 'Los Amigos (Closed)', 'El Burro Loco', 'Mr. Taco']"
Mexico Bravo Now MEX Mexican Grill,"['Rust Wynwood', 'Grayton Bar & Grill', 'La Bamba Mexican Spanish Restaurant II', 'Casa Vieja - Orlando Florida', 'Beech', 'Micaela Peruvian Cuisine', 'La Carreta de Yefri', 'Rocket Tacos', 'La Pasadita', 'Mexican Restaurant']"
Mi Gordita Loca Mexican Restaurant,"['The Brisket Shoppe', 'Kr’s Burger', 'World Famous of Hollywood', 'North Jetty Grille', 'Local Provisions', 'Eat In Chips', 'Main Course Tampa', 'Blues & BBQ', 'La Place BBQ', 'Olive U Mediterranean Grill Uptown']"
Mi Guatelinda Restaurant,"['Open Seas Paellas Españolas', 'El Valle Hondumex Restaurant', 'The Pampa Grill', 'Bayou Market and Cafe', 'Restaurante El Familiar', 'La Guira', ""Sabrosito's Cuban Cuisine"", 'The Oar House and Oyster Bar', 'Joe´s Place', 'Tipico Hondureño']"
Mi Jalisco Mexican Restaurant,"['El Charro Tapatio (Tacos y Antojitos)', 'F&D Woodfired Italian Kitchen', 'King creamy seafood', 'Lowdermilk Beach', 'ti bamboo caribbean restaurant and lounge', 'Martorano hard rock', 'Esmeralda Restaurant', 'The King Crab Shack (West Palm Beach, FL)', ""Belly's Crab Corner"", 'Taqueria El Taco Veloz']"
Mi Pizza Piu- Miami,"['The Pizza Cutter', ""Marco's PIzza"", ""Marco's Pizza"", ""Domino's Pizza"", ""Munchie's Pizza Club"", ""Jet's Pizza"", 'Five Star Pizza-Kissimmee', 'Amore Pizzeria', 'Viva Pizza & Wings', ""Johnny Brusco's New York Style Pizza""]"
Mi Pueblo Chicken,"['Mediterranean Experience', ""JB's Seafood"", 'A Taste Of Miami', 'Nacho’s Tacos', 'South Pacific Grill', 'Waros Grill Venezuelan Food Truck', 'Arepas Santa Bárbara la Original', 'Seven Wonders Bakery', 'Poulet Chic Restaurant', 'Chile Lindo']"
Mi Ranchito Mex,"['Mi Ranchito Mex', 'Tacos & Tattoos Lincolns Beard', 'La Siesta Taqueria', 'Chuchos Tacos', 'Miami River II Mexican Cuisine', 'Gonzalos Taqueria Y Carnitas', 'Taqueria La Cabana', 'Antojitos Mexicanos', 'Las Delicias', 'Taqueria El Molcajete']"
Mi Ranchito Restaurante,"['High Side Cafe', 'Vara Grill', 'The Anchor on Sunset Harbor', 'Drawbridge Cafe', 'Family Coastal Restaurant temporary location', 'Super Tacos Deli - West Palm Beach', 'Jayveer Deli', 'Krispy Krunchy Chicken', 'The Brisket Shoppe', 'El Mata Munchies']"
Mi Tierra Mexican Restaurant,"['Dos Sabores Restaurant', ""Armando's Cocina Mexicana"", 'Real Del Monte Mexican Restaurant', 'El Taco Regio', 'Antojitos Mexico Lindo', 'Acapulco Cafe', ""AMY'S KITCHEN AND FOOD MART"", 'El Korita', 'Doña kitchen', 'La Pequena']"
Mi Tierra Restaurant,"['Mi Tierra Restaurant', 'El Sabor Latino', ""Mulligan's Bar and Grill"", 'Paradise Cove Grill & Seafood', 'La Cabaña Mexican Kitchen', 'Julianos BBQ', 'El Valle Hondumex Restaurant', 'Carside To Go', ""Cilantro's Taqueria"", 'SB&B Seafood Market Bar & Grill LLC']"
Mia Cafe,"['Brooklyn Water Bagel', ""Makeb's Bagels"", 'Stuff a Bagel', ""Marie's Sandwich & Salad Shop"", 'Crispers', ""Blimpie America's Sub Shop"", 'SweetGem Cupcakes', ""Fat Daddio's Pizza"", 'Einstein Bros. Bagels', '6th Street Deli']"
Miami Excellence Collision Center,"['Certified 1 Collisions Center Crp', 'Executive Automotive Service Of Ocala', ""Satterfield's Automotive Repair Inc."", ""Gene's Auto Frame & Towing"", 'Auto Critic Inc.', 'Graveyard Classics', 'University Collision Center', 'Dent In One', ""Helsel's Automotive"", 'East Coast Automotive Services']"
Miami Grill,"[""Culver's"", 'Miami Subs Grill', 'Antojos Boricuas II', 'Casa Tina ""Fresh, Healthy, Authentic Mexican""', 'Havana 1957 Cuban Cuisine Espanola Way', 'Latin Creations', ""Sal's Italian Ristorante"", ""Pizzalley's Chianti Room"", ""Trip's Diner"", ""Francesca's Italian Kitchen""]"
Miami Mold Specialist,"['SERVPRO of Central St. Petersburg/Pinellas Park', 'SERVPRO of Bay County', 'iMold Water Damage & Mold Restoration SWFL', 'ServiceMaster 24 Hour', 'Serv-U #1 Carpet & Upholstery Cleaning', 'UniClean Carpet & Upholstery Cleaning', 'Stanley Steemer', 'SERVPRO of Fort Walton Beach', 'SERVPRO of Arlington / Jacksonville East', 'SERVPRO of Brandon / North Riverview']"
Miami River II Mexican Cuisine,"['Mi Ranchito Mex', 'Tacos & Tattoos Lincolns Beard', 'La Siesta Taqueria', 'Chuchos Tacos', 'Miami River II Mexican Cuisine', 'Gonzalos Taqueria Y Carnitas', 'Taqueria La Cabana', 'Antojitos Mexicanos', 'Las Delicias', 'Taqueria El Molcajete']"
Miami Subs,"['Saxsay', 'El Ventorrillo Bistro', ""Chimo's Taverna"", 'Pho Taste', 'Comida De Mar', 'Kreyol kitchen', 'Twisted Fin, A Casual Seafood Shack', 'Oli Café', 'Sushi Bento', ""Mulligan's Bar and Grill""]"
Miami Subs Grill,"['Jenkins Quality Barbecue', 'Miami Grill', 'Antojos Boricuas II', ""Captain D's"", ""Culver's"", 'Enzos Pizza & Grill', 'Hog Heaven Bar B-Q', 'Mellow Mushroom Port Orange', 'Cicis Pizza', 'Graves Drive-In']"
Micaela Peruvian Cuisine,"['Pizza City', 'Pollos & Jarras', 'Barrunto Peruvian Restaurant', ""London's Fish N Chip"", 'Nick & Stella Pizza Perfecto', 'La Bamba Mexican Spanish Restaurant II', 'Sokai', 'Hooks Fish & Chicken', 'Alacati Mediterranean Restaurant', 'Lucile Pizza & Wine Bar']"
Michael's Ali Coal Fired Pizza Clermont,"[""Joella's Hot Chicken"", 'Pit Stop Barbecue', 'HJ German Corner', 'Mr. & Mrs. Crab Juicy Seafood & Bar', 'Antojos Boricuas II', 'Gaskins Barbecue & Lobster', '400 Pazzis', 'Bella Pizzeria', 'Epik Burger', 'KUBA EN LA PLAYA']"
Middle Grounds Grill,"['Pisces Rising', 'Catches Waterfront Grille', 'El Leoncito Viera', ""Harry's Seafood, Bar & Grille"", ""Monty's Restaurant & Pizzeria"", 'Cantina La Veinte', 'Peacock Garden', 'Nostalgia Italian Greek Kouzina', ""Shiloh's Steak & Seafood"", 'Mojitos Calle 8']"
Midtown Caboose,"['Mugshots Grill and Bar', 'The Hangout by Two Guys', ""Gator's Dockside Oviedo"", 'Red Robin Gourmet Burgers and Brews', 'The Angry Warthog Saloon', 'Be Near Me Restaurant and Bar', ""Miller's Ale House"", 'Von Stephan Village Bier Garten Restaurant - Cocoa', 'Fridays', 'La Estacion American Brasserie']"
Mighty Wings,"[""Frank's Fry House & Market"", 'Barrel Express', 'Sunset sliders food truck', 'Ballantraeclubhouse', '22 South Food Hall', ""Riley's Coney House"", 'Skip’s Deli', ""Susy Q's II"", 'JBANGER SOUL Food', ""Nin's 5 Tacos""]"
Miguisa Photo Lab & Miguisa Photo Books For Professional Photographer South Florida.,"['Pro Lab of Pompano', 'Digital Photo Lab', '60 Minutes Photo Imaging', ""Nick's Photo Studio"", 'Gary W. Sweetman Photography & Digital Imaging', 'Laser Images', 'EZ Jeeps', 'Alloy Wheel Repair Specialists of Jacksonville', 'All American Carburetors', 'The Scratch & Dent Shop']"
Mike's Auto Trim & Upholstery,"['Smash Customs| Classic Car Restoration Shop', 'Blevins Auto', ""Olsen's Air Cooled VW"", 'Mack Motorwerks', 'East Coast Automotive Services', 'South Motors Collision Center', 'European Paint & Body II', ""Chrissy's Automotive & Headliners"", 'Pro Tree Kustoms & Auto Collision', ""McHugh's Automotive Group""]"
Mike's Pizza of Kendall,"['Snappers Fish & Chicken', ""Sammy's Italian Restaurant and Pizza"", 'El Tropico Paleteria Taqueria', ""Vulcano's Italian Restaurant"", 'Bandeja Paisa Restaurant', 'Cabanas', 'Cafe La Carreta', 'Bellini Italian Bistro', ""Umberto's"", 'Oma’s Pizza & Restaurant']"
Mike's Pizzeria,"[""Fabio's pizza"", ""Mike's Pizzeria"", 'Mangia House by Juan Drake', 'Pizza CO 850', ""Little Mike's"", 'Angry Bull Saloon', 'Italian Bistro', 'E & I Pizza', 'Bravo Pizza North Miami Beach', 'All Star Pizza']"
Milano's Italian Restaurant Pizza and Bar,"[""Angelino's Italian Bistro Bar & Pizzaria"", 'Cinco De Mayo', ""Basilico's Italian Restaurant"", ""Aldo's New York Pizza"", ""Grimaldi's Pizzeria"", ""Antonio's House of Pizza"", ""Guido's Pizza Cafe"", 'Nick & Stella Pizza Perfecto', 'La Bamba Mexican Spanish Restaurant II', 'Wicked Wings & Things']"
Mila’s on the Manatee,"['La Pantera Negra', 'divots grille', 'Runway Grille & Deli Restaurant', ""Joanne's Family Restaurant"", 'Latin Restaurant And Cafe', 'Rovira Restaurant Latin Food', 'El Gallo Pinto Restaurante', 'Pan American Cafe', 'Señor Pan Café Flagler', 'El Chalet Restaurant']"
Milk Gone Nuts,"['Healthy Kitchen 33', 'The Salad Station', 'Tossgreen', 'Fancy I Naturals', 'Voi-La Salad & Grill', 'Clean Juice', 'Salad Shop West Palm Beach', 'Cheese to Share', 'Shanguls Jamaican Restaurant & Juice Bar', 'Vish Hummus Hollywood']"
Milkin' it,"[""Steve's Espresso"", ""Al's Coffee Shop"", 'Cafeteria La Caridad', 'The Seed', 'Café Aroma', 'La Ideal Sandwich Shop', 'Tango 3 Coffee', 'The Corner Coffee and Pantry - Key Biscayne', 'La Tinajita Cafe', 'Maria Banana Café']"
Miller's Ale House,"[""BJ's Restaurant & Brewhouse"", 'Mugshots Grill and Bar', ""Arooga's"", ""Gator's Dockside Oviedo"", 'The Hangout by Two Guys', 'Red Robin Gourmet Burgers and Brews', 'Midtown Caboose', 'Von Stephan Village Bier Garten Restaurant - Cocoa', 'Fridays', 'The Angry Warthog Saloon']"
Millie's Restaurant & Catering,"['La Forchetta Italian Restaurant', '13 Gypsies', 'La Crema Tapas & Chocolate', ""George's At Alys Beach"", 'Bodrum Restaurant', 'Pane E Vino Italian Restaurant, Deli & Bakery', ""Cristino's Coal Oven Pizza"", 'Citron, An American Brasserie', 'El Patio Restaurant', 'Positano Ristorante']"
Ming Moon Chinese Restaurant,"['Shanghai Garden', 'CombinAsian', 'Asian Taste Restaurant', 'Florida Fit Meals', ""Zheng's Chinese Restaurant"", 'New Village', 'Prana', 'Sushi Wok', 'KEKOA Poke + Kitchen', 'Confucio Express Brickell']"
