name_y,resumen_reseñas,avg_rating,latitude_x,longitude_x,address
Doya,"Phenomenal from start to finish! Beautiful space; friendly, efficient, and knowledgeable staff; extensive and creative menu with options for all (meat lovers, seafood lovers, vegans, vegetarians, gluten free, etc); carefully crafted gin-forward cocktail menu and small but interesting wine list; mouth-watering unique desserts.",4.9,25.800236,-80.201449,"Doya, 347 NW 24th St, Miami, FL 33127"
Lolita resturant-Comida Mexicana,The tacos are always 🔥👌. It's a small family owned restaurant.,4.4,25.7703938,-80.2076854,"Lolita resturant-Comida Mexicana, 316 SW 8th Ave, Miami, FL 33130"
Natura Eatery,Great spot for healthy food in downtown Miami. Tons of healthy options on the menu.,4.8,25.7906932,-80.1927566,"Natura Eatery, 75 NE 16th St, Miami, FL 33132"
Urban Pizza Cafe,"This Italian cafeteria has became in one of my fav , they have lots of types of junk food from Italia , delicious 🤤, and the homemade pizza and bread uffff speechless go and visit them you gonna love it",4.6,25.776895,-80.1897078,"Urban Pizza Cafe, 234 NE 3rd St CU1A, Miami, FL 33132"
Pura Vida Coral Gables,An amazing new place at the University of Miami in the Hillel Jewish Center. Great smoothies and wraps with Viennese coffee and some gluten free baked goods.,4.5,25.7176032,-80.27455789999999,"Pura Vida Coral Gables, 1100 Stanford Dr, Coral Gables, FL 33146"
Cascade Pool Cafe at The Biltmore Hotel Miami,Food and service are really good. A little bit pricey but you're inside one of the best hotels in Miami so it's totally worth it.,4.4,25.7408186,-80.2784533,"Cascade Pool Cafe at The Biltmore Hotel Miami, 1200 Anastasia Ave Suite B, Coral Gables, FL 33134"
Fish Market & Restaurant,Always happy to have this place close to the house. Nothing better than driving home and stopping to pick up some fresh fish and grilling it an hour later.,4.5,25.7495871,-80.28764199999999,"Fish Market & Restaurant, 2238 SW 57th Ave, Miami, FL 33155"
Sakura Sushi Bar,"I assume there was only one chef! I understand due to COVID 19, some small businesses decreased the numbers of employees, but It’s not a good reason to make customers wait for 50 minutes to get ONLY ONE roll of Sushi!",4.4,25.7601184,-80.2880543,"Sakura Sushi Bar, 1180 SW 57th Ave, West Miami, FL 33144"
Subway,"Small but cozy, always clean, everything feels fresh",3.9,25.7413998,-80.294427,"Subway, 3100 SW 62nd Ave, Miami, FL 33155"
Pepito's,Good place to eat Latin fast food,3.9,25.7485194,-80.3072344,"Pepito's, 6901 Coral Way, Miami, FL 33155"
El Crucero Restaurant,"I like the way they cook,it tastes really good!! !",4.1,25.7627366,-80.3094806,"El Crucero Restaurant, 7050 SW 8th St, Miami, FL 33144"
Tia Cacha Cafe,"Terrible interaction with ""the help."" They bring shame to the hard working waitresses.",4.4,25.7484358,-80.3126719,"Tia Cacha Cafe, 7241 Coral Way, Miami, FL 33155"
La Curva Restaurant,Only accepted cash.,3.8,25.730936,-80.3168493,"La Curva Restaurant, 4201 SW 75th Ave, Miami, FL 33155"
Los Amigos Cafe,Good food at good prices,4.5,25.7266479,-80.30904369999999,"Los Amigos Cafe, 7105 SW 47th St STE 401, Miami, FL 33155"
Sandwich King,"Great local spot for cafecito and Cuban style sandwiches, fair prices. Great breakfast stop!",4.8,25.7185818,-80.30394729999999,"Sandwich King, 6791 SW 56th St #5721, Miami, FL 33155"
La Gata Cafeteria,Good food. Affordable prices,4.3,25.7296337,-80.3167765,"La Gata Cafeteria, 4329 SW 75th Ave, Miami, FL 33155"
Cosme Cafe,A typical hole in the wall Cuban cafe. Down to earth.,4.1,25.7328528,-80.3311611,"Cosme Cafe, 8390 Bird Rd, Miami, FL 33155"
Mao fast food,We got a burger and a hot dog and it was amazing! If you like burgers or hot dogs (just the two items I had out of many) you have to try this place.,4.3,25.732878,-80.33228919999999,"Mao fast food, 8438 SW 40th St, Miami, FL 33155"
Denny's,Who said fries and coffee don’t go together? This place is a classic spot for locals who party late at night and want to eat just before getting home at 3 am.,4.0,25.733625,-80.33380819999999,"Denny's, 8503 SW 40th St, Miami, FL 33155, United States"
Subrageous,Less pricey with comparable quality to similar sub or sandwich shops. Good selection.,4.4,25.7325368,-80.3373045,"Subrageous, 8752 SW 40th St, Miami, FL 33165"
Chifa Du Kang,"If you are looking for the best Chifa (Chinese-Peruvian food) this place is no doubt what you are looking for. The environment, makes you feel like you are in a Chifa Restaurant in Peru.",4.5,25.7332629,-80.35556609999999,"United States, Florida, Miami, SW 40th St, Chifa Du Kang邮政编码: 33165"
Graziano's Market Bird Road,I will never go back. The only good is the place is super clean.,4.5,25.7335802,-80.3441337,"Graziano's Market Bird Road, 3922 SW 92nd Ave, Miami, FL 33165, United States"
Odaly's Delight Café,"I also came on Ox-Tail day which is always a personal favorite so had to order that. The only thing that lacked in my meal was the moros which were way too dry for my taste and a bit grainy, maybe I just caught them on a bad day for that one.",4.6,25.7458334,-80.3530638,"Odaly's Delight Café, 9754 SW 24th St, Miami, FL 33165"
El Buen Pan Bakery and Restaurant,Good coffee and cheap empanadas. The cheese arepa with perico is very good too.,4.5,25.7680478,-80.364721,"El Buen Pan Bakery and Restaurant, 10354 W Flagler St, Miami, FL 33174"
Wendy's,Went here post workout. I was really short on calories so I did this.,3.9,25.7472335,-80.3402989,"Wendy's, 8922 SW 24th St, Miami, FL 33165, United States"
Canton Palace Chinese Restaurant,Excellent food (Especially the fried rice!!!) at very reasonable prices.,4.1,25.761476,-80.325898,"Canton Palace Chinese Restaurant, 7980 SW 8th St, Miami, FL 33144"
Carvel,"Attention is great, environment and location on point. Thanks for your service.",4.3,25.7708857,-80.3317526,"Carvel, 8349 W Flagler St, Miami, FL 33144"
Cotto Pizza,Awesome first experience at Cotto Pizza. I got thrown off by the large building that they are located in but they have a very nice little restaurant.,4.8,25.811034,-80.3474631,"Cotto Pizza, 9250 NW 36th St Ste 100, Doral, FL 33178"
La Fogata Restaurant Mall of the Americas,Good food good service but expensive,4.1,25.773625,-80.32241739999999,"La Fogata Restaurant Mall of the Americas, 7795 W Flagler St, Miami, FL 33144"
Mota Pizza Rustica,"Just not a good place. Pizza always looks stale, and the pasta is just plain nasty.",3.8,25.7739013,-80.3224022,"Mota Pizza Rustica, 7795 W Flagler St, Miami, FL 33144"
Flagler Charbroiled Hamburger,La comida es horrible. El arroz duro y Viejo.,3.7999999999999994,25.7735486,-80.32237429999999,"Flagler Charbroiled Hamburger, 7795 W Flagler St, Miami, FL 33144"
Champions Florida Sport Bar & Complex,"Champions Florida is the best place for a Zumba Master Class just like my wife likes to doing it, enough space, affordable fares, excellent service, and remarkable food menu... We all love this place! @rina_25 Birthday Zumba Masterclass...",4.4,25.7859077,-80.3395659,"Champions Florida Sport Bar & Complex, 1360 NW 88th Ave, Doral, FL 33172, United States"
Bandeja Paisa Restaurant,"IT'S A GREAT PLACE. It's THE BEST ""Bandeja Paisa"", and being able to have it along with a good glass of wine, doesn't have a price...!",4.4,25.7698542,-80.350978,"Bandeja Paisa Restaurant, 9511 W Flagler St, Miami, FL 33174, United States"
Poneloya Cafe,This a central America restaurant and they sell the best Totillas..,4.3,25.7678865,-80.3606015,"Poneloya Cafe, 10170 W Flagler St, Miami, FL 33174"
Pizza Hut Express,"This place never gets my order right and there is no survey code on their receipt. In the past, when I went back for them to correct my order, they had a nasty attitude.",4.3,25.7713459,-80.360061,"Pizza Hut Express, 10101 W Flagler St, Miami, FL 33174"
The Knife Parrilla Argentina Doral,Great meat (beef) for the price! This sort of restaurant has to have a high turnover rate to serve fresh food.,4.1,25.78583,-80.365549,"The Knife Parrilla Argentina Doral, 1455 NW 107th Ave, Doral, FL 33172"
Pasteles Edward Miami,"One of a few Venezuelan places which sells pasteles that tastes exactly as in Maracaibo. Almost hidden at the corner of the shopping plaza, there are nice and and hard working people ready to serve you.",4.8,25.8105254,-80.3156539,"Pasteles Edward Miami, 7299 NW 36th St, Miami, FL 33166"
Joe´s Place,"Understaffed, very ghetto very unprofessional. The whole time I was here the lady complained to here boss about no one giving  tips.",4.2,25.7968491,-80.31269809999999,"Joe´s Place, 2491 NW 72nd Ave, Miami, FL 33122"
Cafe Lago,Great place for Cuban food. It's better to pickup togo your orders than to stay there and eat.,4.0,25.783561,-80.34720999999999,"Cafe Lago, 9333 NW 12th St, Miami, FL 33172"
Stanley Steemer,Aldo did a fantastic job. He removed stains that had been cleaned over for years.,4.6,25.7942223,-80.34824239999999,"Stanley Steemer, 2180 NW 94th Ave, Miami, FL 33172"
Positano Ristorante,Great food with an option in the menu for home-made pasta. It seems the owner and waiters are native italians which makes it feel more authentic.,4.6,25.8166667,-80.3247222,"Positano Ristorante, 4701 NW 79th Ave, Doral, FL 33166"
Salon Canton Restaurant,"One of the best Latin-American-Chinese in Doral, and for sure in SoFlo. They offer all the “Chinese takeout” classics, food is not greasy and in my experience, very fresh.",4.5,25.7964551,-80.3520861,"Salon Canton Restaurant, 9668 NW 25th St, Doral, FL 33172, United States"
Corvina House,Love the dj,4.5,25.747607,-80.3230732,"Corvina House, 7844 Coral Way, Miami, FL 33155"
Café Lini Latin Cuisine,"This food was excellent and the staff was very welcoming and courteous. If you don't know Spanish, just download Google Translate and everything will work out perfect.",4.5,25.7468417,-80.34996369999999,"Café Lini Latin Cuisine, 9636 SW 24th St, Miami, FL 33165"
Hey Ceviche,One of the best Ceviche that I’ve eating.. great experience and customer service. 100% highly recommended.,4.7,25.7964958,-80.3490293,"Hey Ceviche, 2475 NW 95th Ave Suite 9, Doral, FL 33172"
Taco Time and More,Delicious food for everyone. I love their tacos and sopes.,5.0,25.7680121,-80.3642453,"Taco Time and More, 10314 W Flagler St, Miami, FL 33174"
Planet Smoothie,Love their smoothies. They’re rich and thick.,4.2,25.81196,-80.35379999999999,"Planet Smoothie, 9709 NW 41st St, Doral, FL 33178"
Los Jalapeños Coral Way,"amazing tacos! , I had 1 of each , absolutely fantastic and they have a personal condiments try fresh home made hot sauces as well",4.6,25.7514262,-80.303784,"Los Jalapeños Coral Way, 2090 SW 67th Ave, Miami, FL 33155"
el tropezon limeño,Good food at affordable prices.,4.8,25.7694556,-80.2882611,"el tropezon limeño, 140 SW 57th Ave, Miami, FL 33155"
Tint World,Love this tint world! Really take care of their customers!!!,4.5,25.7943995,-80.3374056,"Tint World, 2178 NW 87th Ave, Doral, FL 33172"
"MOOYAH Burgers, Fries & Shakes - Temporarily Closed","First time in Mooyah and I gotta say that the food was really, really good. The restaurant was clean and the staff was very friendly.",4.5,25.79334,-80.337583,"MOOYAH Burgers, Fries & Shakes - Temporarily Closed, 2000 NW 87th Ave #3, Doral, FL 33172"
McDonald's,"Although the order placed was correct and was given to me quickly, the actual items were very disappointing when I opened them. I requested additional condiments be placed on them so that the could be freshly made.",4.0,25.796186,-80.336434,"McDonald's, 2405 NW 87th Ave, Miami, FL 33126, United States"
Señor Pan Café Flagler,Awesome food and service every time I go well recommended. Will be back soon they have Great daily specials every day drink specials.,4.8,25.7693094,-80.3586004,"Señor Pan Café Flagler, 10071 W Flagler St Suite C110, Miami, FL 33174"
Brimstone Woodfire Grill,I have dinner here a couple times and it never disappoints. The lunch portion is a very good size.,4.4,25.8070621,-80.3310776,"Brimstone Woodfire Grill, CityPlace, 8300 NW 36th St, Doral, FL 33166, United States"
Sushi Express (Delivery lunch & Catering ),Just ordered sushi from this location and would definitely recommend trying it out. I ordered the Deluxe Assorted Platter on Uber Eats and the food was delivered well prepared with chopsticks and the requested eel / soy sauce.,4.5,25.7987816,-80.261611,"Sushi Express (Delivery lunch & Catering ), 3995 NW 25th St, Miami, FL 33142"
El Huarike Peruano,The breakfast was delicious!!! Tamal and chicharron bread really delicious too!!!,4.3,25.8105024,-80.3160127,"El Huarike Peruano, 7371 NW 36th St, Miami, FL 33166, United States"
A La Bartola,Have a great time there globo is always me hace reir,4.6,25.7615921,-80.3274623,"A La Bartola, 8150 SW 8th St #121, Miami, FL 33144"
Fit2Go,Have used this meal service for years. The meals are delicious and there is a great deal of variety.,4.3,25.80584,-80.316138,"Fit2Go, 7342 NW 35th St, Miami, FL 33122"
Tacos & Tattoos Lincolns Beard,The tacos weren't nearly as good as the other location they have but the brewery and the total ambiance definitely made up for the sub par food. There's this IPA that I cannot remember the name of for the life of me but it's so damn good and smooth.,4.7,25.7321035,-80.31432509999999,"Tacos & Tattoos Lincolns Beard, 7360 SW 41st St, Miami, FL 33155"
El Pollo Inka Miami,Cebiche good steak was no good for I ask for churrasco and then I received a fried churrasco.. that was my first time eating del fried churrasco skinny one I’m not recommended this place for steaks.,4.3,25.8102631,-80.3156242,"El Pollo Inka Miami, 7285 NW 36th St, Miami, FL 33166, United States"
Prana,"A good food, not great, but the flavor is good. I hope the owner improve a bit the place.",4.7,25.8103485,-80.31559349999999,"Prana, 7293 NW 36th St, Miami, FL 33166"
Aja Food Truck (Bird Road),"Awesome food and prices! Que rico, Gracias!",4.5,25.733689,-80.3044879,"Aja Food Truck (Bird Road), 6795 SW 40th St, Miami, FL 33155"
Esencias Cafe,"Prices not matching the product at all. 3 star only because lady is nice, she is kinda lost but nice.",4.6,25.7962978,-80.3197521,"Esencias Cafe, 7500 NW 25th St STE 103, Miami, FL 33122"
Subway,I love the staff! Very helpful and satisfying service!😊,3.8,25.7962425,-80.3198609,"Subway, 7500 NW 25th St Suite 107, Miami, FL 33122"
Stela's Kitchen & Bar,This place is fantastic. Meals are delicious.,4.3,25.7914594,-80.3176111,"Stela's Kitchen & Bar, 7415 NW 19th St bldg 6 suite a, Miami, FL 33126"
Walmart,"You can find good promociones and low prices, there is always crowly, si se hace to bwe carefull and Jeep the distances",4.7,25.7838181,-80.3369611,"Walmart, 1200 NW 87th Ave, Doral, FL 33172"
La Casa del Sabor,Good service,4.1,25.7784113,-80.2823916,"La Casa del Sabor, 5301 NW 7th St, Miami, FL 33126"
Smoothie King,"Excelent customer service very nice people, the order was good and the attention",4.2,25.796564,-80.325294,"Smoothie King, 7890 NW 25th St, Doral, FL 33122"
El Palenque Pizzería Cubana,"Regular pizza, asked for Chorizo, got something that can be ham. Very nice and helpful staff.",4.2,25.7327903,-80.3356063,"El Palenque Pizzería Cubana, 8698 SW 40th St, Miami, FL 33155"
Chipotle Mexican Grill,"This place is top of the line, extremely lovely the outside sitting and inside sitting everything super clean. The employees here they like what they do and they Try to assist you the best they can.",4.1,25.7813561,-80.2882137,"Chipotle Mexican Grill, 5600 Blue Lagoon Dr #11, Miami, FL 33126"
Latin Sabor,"The food was delicious, pricing unbelievable and everyone very friendly. Simply delicious food.",4.4,25.763641,-80.281961,"Latin Sabor, 801 Madrid St, Coral Gables, FL 33134"
Sushi Maki (MIA),Fast and delicious! Best way to start off a trip!,3.8999999999999995,25.797235,-80.279755,"Sushi Maki (MIA), 2100 NW 42nd Ave, Miami, FL 33126, United States"
Icebox Cafe,Worse place to stop and grab to go. The staff is supper slow and not even friendly.,3.6,25.795544,-80.27855799999999,"Icebox Cafe, Miami International Airport, Terminal D, Gate D8, Miami, FL 33126"
EL CAMION DEL TACO,"Really love this place! Everything taste sooo good, definitely one of the best Mexican food in South Florida!",4.9,25.7330958,-80.34400099999999,"EL CAMION DEL TACO, 9201 SW 40th St, Miami, FL 33165"
El Almendron Cuban Cuisine,"Excellent food, great ambience,  friendly staff.",4.6,25.7611135,-80.3036915,"El Almendron Cuban Cuisine, 1001 SW 67th Ave #105, West Miami, FL 33144"
Starbucks,Could not sit inside. Team members were great!,4.4,25.821807,-80.281335,"Starbucks, 52 Curtiss Pkwy, Miami Springs, FL 33166, United States"
El Colibri Cafe,"I had the media noche sandwich, which is scrumptious! My wife had the pan con bisteck, also delicious to say the least.",4.4,25.8294194,-80.28822219999999,"El Colibri Cafe, 330 W 9th St, Hialeah, FL 33010"
Los Hornos Restaurant,Variety of food. Very exquisite,4.4,25.8159343,-80.3126271,"Los Hornos Restaurant, Suite #113, 4615 NW 72nd Ave, Miami, FL 33166"
Miami Subs,"Fresher than expected, very tasty sandwiches and wraps! Soup was incredible, busy but fast and quality service.",4.6,25.8178356,-80.31301549999999,"Miami Subs, 4905 NW 72nd Ave, Miami, FL 33166"
La Lunita Coffee Shop,Are you hiring now,4.4,25.8415289,-80.29936719999999,"La Lunita Coffee Shop, 2200 W 8th Ct, Hialeah, FL 33010"
Los Martin Cafeteria,"The best pan con croqueta in all of Florida, period. Great little hole in the wall for the tired worker or anyone else for that matter.",4.3,25.851923,-80.315424,"Los Martin Cafeteria, 1636 W 33rd Pl, Hialeah, FL 33012"
El Canal Cafe,Food was great. Only thing is missing is a good AC.,4.4,25.8506059,-80.31878309999999,"El Canal Cafe, 8401 NW South River Dr, Medley, FL 33166"
Tamalito Cubano restaurants,Excelent service!!! Tasty food and the owner is very polite.,4.9,25.8482706,-80.3040944,"Tamalito Cubano restaurants, 1095 W 29th St, Hialeah, FL 33012"
Bachata Rosa,I tried this place before with a friend and I am addicted since then. I loved the good character and flavorful dishes and drinks.,3.6,25.8481728,-80.29977269999999,"Bachata Rosa, 887w W 29th St, Hialeah, FL 33012"
Batidos cubanos,They don't accept any credit cards. Food was good and well priced though.,4.6,25.8479171,-80.2893079,"Batidos cubanos, 364 W 29th St, Hialeah, FL 33012"
Lascuezas De Bellamar Llc,u gotta now tbese place if u wanna enter and be safe all night sometimes it gets pack on wikens ..,4.4,25.846825,-80.288746,"Lascuezas De Bellamar Llc, 2725 W 3rd Ct, Hialeah, FL 33010"
Cortadito Café,Fast and friendly service. Food was great.,4.6,25.8445133,-80.2954202,"Cortadito Café, 667 W 25th St, Hialeah, FL 33010"
Puerto Gallego Inc,Nice place. Good food.,4.4,25.8405596,-80.2817025,"Puerto Gallego Inc, 2093 Palm Ave, Hialeah, FL 33010"
Ceviches Peru Restaurante Peruano,4.5 stars. 4 for decor and ambience; 5 for food and staff.,4.6,25.8462619,-80.2824577,"Ceviches Peru Restaurante Peruano, 2692 Palm Ave, Hialeah, FL 33010"
Esquina Criolla,Great Latin food. Excellent service.,4.4,25.8665506,-80.2845628,"Esquina Criolla, 64 W 49th St, Hialeah, FL 33012"
Chipotle Mexican Grill,"I was the other day at this restaurant for first time here and I will not come back again. I was treated like garbage for one of the lady there, I asked for a plate and she was preparing something different and I said that was wrong and she got really mad like if she were giving me the food for free.",3.9,25.8670672,-80.2919284,"Chipotle Mexican Grill, 405 W 49th St, Hialeah, FL 33012, United States"
Jerry & Joe's Pizza,"So my first & last time. They say New York style pizza, I'm from New York & their medium pizza is the size of a slice in NY.",4.0,25.883282,-80.31873999999999,"Jerry & Joe's Pizza, 1772 W 68th St, Hialeah, FL 33014"
Iceberg Rolls,First time here and loved it. The ice cream was super good and the customer service was amazing.,4.7,25.876132,-80.3157038,"Iceberg Rolls, 5946 W 16th Ave, Hialeah, FL 33012, United States"
Cristy's Cafe,"The seasoning they use at this place is as good as their attention and service.Chef Cristy is passionate and sweet as the cakes she prepares.Try their Fish, their seafood and the Cuban dishes that she learned to prepare really good with a hint of her Brazilian touch.The waitresses will make you part of the family, they are always nice and ready to serve any little craving you might have.They have excellent Cuban Coffee, the best around the area!",4.7,25.8627548,-80.3254745,"Cristy's Cafe, 9801 NW 79th Ave, Hialeah Gardens, FL 33016"
Jet Fuel Meals,"I have tried different meal prep companies, but this one is amazing! The food has tons of flavor and is very fresh.",4.9,26.0177756,-80.4564714,
Fritanga Las Piedrecitas,"Amazing Nicaraguan food, I recommend their Carne Asada dish.",4.4,25.868625,-80.331211,"Fritanga Las Piedrecitas, 8230 NW 103rd St, Hialeah, FL 33016, United States"
Dunkin,Dunkin is Dunkin. Just loving it.,3.8,25.8621043,-80.32791689999999,"Dunkin, Bjs Wholesale Club, 8005 NW 95th St, Hialeah Gardens, FL 33016"
La Mina Restaurante,Wow,4.3,25.8688726,-80.3336801,"La Mina Restaurante, 8302 NW 103rd St #101, Hialeah, FL 33016"
Sbarro,Strombolis are amazing!,4.3,25.8684958,-80.3180029,"Sbarro, 1675 W 49th St, Hialeah, FL 33012"
Puerquito Relleno,Roasted pig stuffed with congri rice. Pig was properly seasoned and rice was very flavorful.,4.8,25.8820239,-80.3389983,"Puerquito Relleno, 2750 W 68th St suite 133, Hialeah, FL 33016"
Domenico's 2 (Hialeah Gardens),We've been to this one in Hialeah once before a while back and decided to go again. She looked like she did not want to be there.,4.3,25.8601251,-80.3253399,"Domenico's 2 (Hialeah Gardens), 7801 NW 95th St, Hialeah Gardens, FL 33016"
Happy Vegan Bakers Café,"Hialeah needs more businesses like this! Great selection, affordable prices, and of course, everything vegan and free of animal cruelty.",4.6,25.8971766,-80.3418514,"Happy Vegan Bakers Café, 2800 W 84th St bay# 6, Hialeah, FL 33018"
Pollo Graduado,Easy ordering pick up and the chicken and arepas combo was amazing!,4.1,25.822807,-80.318551,"Pollo Graduado, 7415 NW 54th St, Miami, FL 33166"
Subway,Amazing staff! They are kind and very competent.,4.4,25.8834298,-80.3311172,"Subway, 2360 W 68th St Unit 127, Hialeah, FL 33016"
El Paponazo,I got the strawberry milkshake and it was creamy and delicious. The fries were good too and my boyfriend loved the #1 potato order.,4.5,25.8847043,-80.3078287,"El Paponazo, 6800 W 12th Ave, Hialeah, FL 33014"
Subway,Very good customer service and clean.,4.2,25.8971373,-80.3320798,"Subway, 2350 West 84th St Bay #20, Hialeah, FL 33016"
Belly Fuel Restaurant,The tostones con ropa vieja were really good. The waitress were really attentive.,5.0,25.8569952,-80.3243662,"Belly Fuel Restaurant, 9101 W Okeechobee Rd, Hialeah Gardens, FL 33016"
George's Shawarma inc,Nice food truck! Food was super delicious & flavorful.,4.9,25.8772135,-80.3257617,"George's Shawarma inc, 2131 W 60th St, Hialeah, FL 33016"
La Casa del Pan con Lechón,Would recommend to anyone wanting authentic Cuban food. Prices are also reasonable.,4.6,25.8934901,-80.3397249,"La Casa del Pan con Lechón, 2795 W 78th St, Hialeah, FL 33016"
5inco Restaurant,They have the best wings hands down,4.3,25.8954245,-80.33897859999999,"5inco Restaurant, 8081 W 28th Ave Unit 4, Hialeah, FL 33016"
Latin Cuban Cafeteria,Oh boy this is the best of real unaltered just perfect Cuban food service great too,4.3,25.895699,-80.349991,"Latin Cuban Cafeteria, 3323 W 80th St, Hialeah, FL 33018, United States"
Papa John's Pizza,I was previously a Dominos Pizza regular customer because of their carryout large 3 topping pizza for $7.99 each special but one day my brother wanted to order Pizza from Papa John's when he came over to visit and we got a few 5 toppings large pizzas for $12 each from Papa John's. This was my first time ordering from Papa John's because I didnt think that paying their regular price of $18 per pizza was worth it but I was impressed by the taste of their pizzas when I tried them and by the fact that the Papa John pizzas also come with garlic sauce to dip the pizza bread which is something that Dominos charges extra money to add.,3.6,25.8907065,-80.34631639999999,"Papa John's Pizza, 3120 W 76th St Ste D106, Hialeah, FL 33018"
Los Paraguas,If you have high standards please don't go there. If you just want to avoid starvation that's your place.,4.6,25.8972903,-80.34558299999999,"Los Paraguas, 8240 W 30th Ct, Hialeah, FL 33018"
Indio Mara Fast Food,Great,4.6,25.8322696,-80.3297348,"Indio Mara Fast Food, 6439 NW 82nd Ave, Miami, FL 33166"
Subway,"The best ever.Fresh vegetables, incredible!!!! !",4.3,25.8977338,-80.3498621,"Subway, 3300 W 84th St #20, Hialeah, FL 33018"
"Rokascudo ""El Principe""",Just great,5.0,25.8257262,-80.3173936,"Rokascudo ""El Principe"", 5731 NW 74th Ave, Miami, FL 33166"
Nuevo Amanecer Cafe,"Great food for the third time we ordered from this place. La picadera was made with fresh meat, plantains and cheese.",4.5,25.8918495,-80.3556365,"Nuevo Amanecer Cafe, 3553 W 76th St, Hialeah, FL 33018"
Goldo Pasao,Best Hot dog in town,4.4,25.8337817,-80.32978609999999,"Goldo Pasao, 6621 NW 82nd Ave, Miami, FL 33166"
El Chalet Restaurant,Breakfast are excellent. Good service.,4.4,25.8777904,-80.35633849999999,"El Chalet Restaurant, 11500 NW South River Dr, Medley, FL 33178"
Denny's,It was good. The service was super fast.,4.1,25.8805297,-80.3567369,"Denny's, 11701 W Okeechobee Rd, Hialeah Gardens, FL 33018, United States"
SHIK-SHAK,Found this gem while in Miami and it was nothing but amazing! The burgers were so yummy & so were the shawarmas.,4.7,25.8010482,-80.1923745,"SHIK-SHAK, 121 NE 25th St, Miami, FL 33137"
Eight Bistro Lounge,Great place to go out and get food,4.6,25.8264509,-80.3572185,"Eight Bistro Lounge, 9851 NW 58th St, Doral, FL 33178"
Un Pollo at The Doral Yard,"This place is amazing, the ambience and the attention is just Stellar. The food tastes amazing, everything is Spectacular.",4.6,25.820116,-80.3357624,"Un Pollo at The Doral Yard, 8455 NW 53rd St Suite 106, Doral, FL 33166"
Marco's Pizza,Delicious pizza made to perfection. Great taste .,4.7,25.881641,-80.35212,"Marco's Pizza, 11850 Hialeah, Hia Gardens Blvd, Hialeah Gardens, FL 33018"
La Bambina Pizza,"La mejor pizza cubana , defitnely should try it , friendly staff , great Hialeah vibe , the chocolate icecream shake is the bomb , cleanness is at his best and the variety of the menu make you feel like if you are in the right place , muy parecidas a las de Playa de Marianao in the old time's btw , way to go guys , keep shinning in that corner .",4.9,25.8834785,-80.3306673,"La Bambina Pizza, 2360 W 68th St Ste 130, Hialeah, FL 33016"
Barbara’s cafe,Good attention reasonable friendly atmosphere,4.6,25.8836844,-80.2907705,"Barbara’s cafe, 6757 W 4th Ave, Hialeah, FL 33012"
Leo's Speedometer,I recommend folks go to this business. They does a wonderful job always.,4.7,25.8568144,-80.3304102,"Leo's Speedometer, 8191 NW 91st Terrace #7, Medley, FL 33166"
Arepa Point Food Truck,"Great food! Awasome flavor, right portion, good variety of meats and drink options.",4.9,25.832147,-80.3377241,"Arepa Point Food Truck, 6475 NW 87th Ave, Miami, FL 33178"
Sergio's Restaurant,I just love their dishes. I always get fantastic customer service there.,3.8999999999999995,25.8586326,-80.3254312,"Sergio's Restaurant, 9300 NW 77th Ave, Hialeah Gardens, FL 33016, United States"
Palmetto Cafe,"Palmetto Cafe is located at a gas station in Medley. They cook some fire Cuban food, must have, its a bargain and the food is always yummy.",4.4,25.8556047,-80.32603759999999,"Palmetto Cafe, 9010 NW South River Dr, Medley, FL 33166"
El Maguey on the Road,"Super good and tasty food, prices are great. I recommend them!",4.8,25.876661,-80.3399534,"El Maguey on the Road, 11390 NW 87th Ct, Hialeah, FL 33018"
Smoothie Spot Hialeah,I ordered a berry kale smoothie and a custom bowl with steak and tuna. They have a number of additions that can be added to the bowl or smoothie.,3.9,25.8539171,-80.3190225,"Smoothie Spot Hialeah, 3520-100 W 18th Ave, Hialeah, FL 33012"
Mangia House by Juan Drake,The pizza was really good ..had the best little waitress...and we enjoyed the magic card trick by the ouwner ..awesome people,5.0,25.8404569,-80.3333643,"Mangia House by Juan Drake, 8350 NW 74th St, Medley, FL 33166"
Pizzamanina,Best pizza,4.7,25.8228492,-80.2697918,"Pizzamanina, 564 Hialeah Dr, Hialeah, FL 33010"
DORAL CAFE,Modern and clean cafe with beautiful views of downtown Doral. Delicious cafecito,4.7,25.820416,-80.3320562,"DORAL CAFE, 8300 NW 53rd St #109, Doral, FL 33166"
Shape Lovers,"The thing with Shapelovers is they have overall their way of doing things. I give them 5 stars because the girls I have spoken to are really nice, I think with anyone, if you speak gently with them, you will get that in return.",3.6,25.8231264,-80.3255155,"Shape Lovers, 5485 NW 79th Ave, Doral, FL 33166"
"Make It Happen Automotive, llc",These guys are terrific. 100% professional work on every car.,4.3,25.823212,-80.324518,"Make It Happen Automotive, llc, 7840 NW 55th St, Doral, FL 33166"
Miami Excellence Collision Center,"I took my motorcycle's tank to get fix, It had multiple dents. Gustavo did a great job, tank looks awesome.",4.9,25.824611,-80.32347899999999,"Miami Excellence Collision Center, 5601 NW 78th Ave, Doral, FL 33166"
Fritanga Coquito,"Great soups , good portions and decent prices .",4.5,25.8643679,-80.3076002,"Fritanga Coquito, 1255 W 46th St # 21, Hialeah, FL 33012"
